year,month,dow_average,month_int,gold_price,DOW_div_gold,dow_div_gold_monthly_change,monthyly_cpi
2015,Dec,"17,542.86",12,1159.07,15.13528519,-0.319018777,236.53
2016,Jan,"16,305.25",1,1206.11,13.51887648,-1.616408711,236.92
2016,Feb,"16,299.90",2,1212.88,13.43900345,-0.079873029,237.11
2016,Mar,"17,302.14",3,1335.48,12.95574829,-0.483255156,238.13
2016,Apr,"17,844.37",4,1319.47,13.52388892,0.56814063,239.26
2016,May,"17,692.32",5,1299.07,13.6192199,0.095330983,240.24
2016,Jun,"17,754.87",6,1405.12,12.63583731,-0.983382589,241.04
2016,Jul,"18,341.18",7,1445.74,12.68636304,0.050525725,240.65
2016,Aug,"18,495.19",8,1396.64,13.24263045,0.556267411,240.85
2016,Sep,"18,267.40",9,1398.76,13.05971207,-0.182918378,241.43
2016,Oct,"18,184.55",10,1350.76,13.4624557,0.402743632,241.73
2016,Nov,"18,697.33",11,1246.68,14.99769521,1.535239508,241.35
2016,Dec,"19,712.42",12,1223.11,16.11664021,1.118945,241.43
2017,Jan,"19,908.15",1,1279.24,15.56248437,-0.554155846,242.84
2017,Feb,"20,424.15",2,1319.1,15.48339498,-0.079089387,243.60
2017,Mar,"20,823.06",3,1316.26,15.81986676,0.336471785,243.80
2017,Apr,"20,684.69",4,1330.45,15.54714096,-0.272725808,244.52
2017,May,"20,936.81",5,1336.62,15.66399677,0.116855815,244.73
2017,Jun,"21,317.80",6,1300.69,16.3896051,0.725608327,244.96
2017,Jul,"21,581.25",7,1333.25,16.18694993,-0.202655163,244.79
2017,Aug,"21,914.08",8,1380.38,15.87539443,-0.311555509,245.52
2017,Sep,"22,173.41",9,1334.91,16.61041868,0.735024255,246.82
2017,Oct,"23,036.24",10,1320.05,17.45103388,0.8406152,246.66
2017,Nov,"23,557.93",11,1332.15,17.68414182,0.233107939,246.67
2017,Dec,"24,545.38",12,1348.36,18.20388027,0.519738451,246.52
2018,Jan,"25,804.02",1,1389.02,18.577139,0.373258734,247.87
2018,Feb,"24,981.55",2,1359.91,18.36999894,-0.20714006,248.99
2018,Mar,"24,582.17",3,1359.65,18.07977823,-0.290220709,249.55
2018,Apr,"24,304.21",4,1346.52,18.04964862,-0.030129616,250.55
2018,May,"24,572.53",5,1328.27,18.49965163,0.450003014,251.59
2018,Jun,"24,790.11",6,1271.81,19.49199023,0.992338599,251.99
2018,Jul,"24,978.23",7,1239.93,20.14487223,0.652882003,252.01
2018,Aug,"25,629.99",8,1227.37,20.88203904,0.73716681,252.15
2018,Sep,"26,232.67",9,1202.44,21.81619698,0.934157935,252.44
2018,Oct,"25,609.34",10,1234.75,20.74050758,-1.075689395,252.89
2018,Nov,"25,258.68",11,1241.2,20.35020564,-0.390301946,252.04
2018,Dec,"23,805.55",12,1308.56,18.19216946,-2.158036182,251.23
2019,Jan,"24,157.80",1,1347.63,17.92613346,-0.266035993,251.71
2019,Feb,"25,605.53",2,1344.01,19.05158953,1.125456066,252.78
2019,Mar,"25,722.62",3,1302.77,19.7445604,0.692970872,254.20
2019,Apr,"26,401.58",4,1289.01,20.48205766,0.737497259,255.55
2019,May,"25,744.79",5,1297.3,19.8448999,-0.637157762,256.09
2019,Jun,"26,160.10",6,1414.61,18.49280084,-1.352099054,256.14
2019,Jul,"27,089.19",7,1429.12,18.95515199,0.462351152,256.57
2019,Aug,"26,058.23",8,1525.02,17.08713656,-1.868015432,256.56
2019,Sep,"26,900.21",9,1486.11,18.10109211,1.013955551,256.76
2019,Oct,"26,736.80",10,1500.37,17.82013509,-0.280957022,257.35
2019,Nov,"27,797.05",11,1451.98,19.14423477,1.324099678,257.21
2019,Dec,"28,167.01",12,1519.95,18.5315344,-0.612700367,256.97
2020,Jan,"28,879.99",1,1571.36,18.37898017,-0.152554228,257.97
2020,Feb,"28,519.73",2,1611.71,17.69532458,-0.683655594,258.68
2020,Mar,"22,637.42",3,1593.42,14.20681359,-3.488510991,258.12
2020,Apr,"23,293.90",4,1716.75,13.56860347,-0.638210123,256.39
2020,May,"24,146.48",5,1725.65,13.9926881,0.424084636,0.00
,,,,1709.55,,,
