Date,closing value of DOW
11/16/1909  ,    72.6777
11/17/1909  ,    72.9121
11/18/1909  ,    73.5055
11/19/1909  ,    73.6447
11/20/1909  ,    73.2711
11/22/1909  ,    72.5092
11/23/1909  ,    72.0477
11/24/1909  ,    71.8133
11/26/1909  ,    72.3261
11/27/1909  ,    71.6521
11/29/1909  ,    70.2456
11/30/1909  ,    70.3408
12/1/1909  ,    70.9708
12/2/1909  ,    70.8097
12/3/1909  ,    71.3957
12/4/1909  ,    71.8499
12/6/1909  ,    71.4397
12/7/1909  ,    71.9964
12/8/1909  ,    71.8865
12/9/1909  ,    72.2968
12/10/1909  ,    72.0917
12/11/1909  ,    72.1356
12/13/1909  ,    72.5239
12/14/1909  ,    72.2162
12/15/1909  ,    72.2821
12/16/1909  ,    72.2382
12/17/1909  ,    72.4213
12/18/1909  ,    72.5532
12/20/1909  ,    72.4067
12/21/1909  ,    72.4286
12/22/1909  ,    72.414
12/23/1909  ,    72.2015
12/24/1909  ,    72.2382
12/27/1909  ,    71.9964
12/28/1909  ,    72.2528
12/29/1909  ,    72.729
12/30/1909  ,    72.6557
12/31/1909  ,    72.5605
1/3/1910  ,    72.0404
1/4/1910  ,    72.0111
1/5/1910  ,    71.1027
1/6/1910  ,    71.5129
1/7/1910  ,    71.5496
1/8/1910  ,    71.6961
1/10/1910  ,    71.132
1/11/1910  ,    70.795
1/12/1910  ,    70.2163
1/13/1910  ,    70.4434
1/14/1910  ,    68.634
1/15/1910  ,    69.1907
1/17/1910  ,    68.6779
1/18/1910  ,    68.8024
1/19/1910  ,    67.6523
1/20/1910  ,    68.3409
1/21/1910  ,    69.1614
1/22/1910  ,    69.242
1/24/1910  ,    68.1871
1/25/1910  ,    66.4143
1/26/1910  ,    67.9014
1/27/1910  ,    67.1175
1/28/1910  ,    67.33
1/29/1910  ,    67.7036
1/31/1910  ,    67.33
2/1/1910  ,    66.9051
2/2/1910  ,    66.2238
2/3/1910  ,    64.0994
2/4/1910  ,    64.2972
2/5/1910  ,    64.7514
2/7/1910  ,    62.5244
2/8/1910  ,    62.2899
2/9/1910  ,    63.9675
2/10/1910  ,    64.3558
2/11/1910  ,    65.2495
2/14/1910  ,    65.6744
2/15/1910  ,    65.3667
2/16/1910  ,    65.9967
2/17/1910  ,    66.407
2/18/1910  ,    66.6048
2/19/1910  ,    66.7659
2/21/1910  ,    66.4436
2/23/1910  ,    66.385
2/24/1910  ,    66.8245
2/25/1910  ,    66.8905
2/26/1910  ,    66.3996
2/28/1910  ,    66.9124
3/1/1910  ,    67.2274
3/2/1910  ,    67.8501
3/3/1910  ,    67.8428
3/4/1910  ,    68.004
3/5/1910  ,    68.1138
3/7/1910  ,    69.1174
3/8/1910  ,    69.2713
3/9/1910  ,    69.0808
3/10/1910  ,    68.8024
3/11/1910  ,    67.8574
3/12/1910  ,    67.9673
3/14/1910  ,    68.2017
3/15/1910  ,    67.3373
3/16/1910  ,    66.9198
3/17/1910  ,    67.4985
3/18/1910  ,    67.916
3/19/1910  ,    67.4985
3/21/1910  ,    67.6377
3/22/1910  ,    67.6596
3/23/1910  ,    66.8831
3/24/1910  ,    66.8905
3/28/1910  ,    65.7257
3/29/1910  ,    66.0846
3/30/1910  ,    65.5425
3/31/1910  ,    65.7184
4/1/1910  ,    65.7184
4/2/1910  ,    65.7184
4/4/1910  ,    65.7477
4/5/1910  ,    66.6341
4/6/1910  ,    66.7806
4/7/1910  ,    66.5828
4/8/1910  ,    65.5865
4/9/1910  ,    65.462
4/11/1910  ,    66.7366
4/12/1910  ,    66.6048
4/13/1910  ,    67.4692
4/14/1910  ,    67.6596
4/15/1910  ,    67.4252
4/16/1910  ,    67.8501
4/18/1910  ,    67.1542
4/19/1910  ,    67.2348
4/20/1910  ,    66.2018
4/21/1910  ,    66.3117
4/22/1910  ,    65.9088
4/23/1910  ,    65.9967
4/25/1910  ,    65.0004
4/26/1910  ,    65.0737
4/27/1910  ,    64.5975
4/28/1910  ,    63.213
4/29/1910  ,    63.8576
4/30/1910  ,    63.147
5/2/1910  ,    62.6416
5/3/1910  ,    62.0629
5/4/1910  ,    63.3009
5/5/1910  ,    63.9675
5/6/1910  ,    63.3741
5/7/1910  ,    63.528
5/9/1910  ,    64.4876
5/10/1910  ,    64.9272
5/11/1910  ,    65.0004
5/12/1910  ,    64.8466
5/13/1910  ,    64.9931
5/14/1910  ,    65.2935
5/16/1910  ,    65.0371
5/17/1910  ,    64.9199
5/18/1910  ,    64.6561
5/19/1910  ,    64.9858
5/20/1910  ,    65.4473
5/21/1910  ,    65.6817
5/23/1910  ,    65.0297
5/24/1910  ,    65.2422
5/25/1910  ,    64.9565
5/26/1910  ,    64.5682
5/27/1910  ,    64.3631
5/31/1910  ,    63.235
6/1/1910  ,    62.7734
6/2/1910  ,    62.4511
6/3/1910  ,    60.5831
6/4/1910  ,    60.8468
6/6/1910  ,    60.1069
6/7/1910  ,    61.9017
6/8/1910  ,    61.9383
6/9/1910  ,    62.1874
6/10/1910  ,    61.1398
6/11/1910  ,    61.0885
6/13/1910  ,    61.4475
6/14/1910  ,    61.7405
6/15/1910  ,    61.4182
6/16/1910  ,    61.6233
6/17/1910  ,    61.7259
6/18/1910  ,    61.8504
6/20/1910  ,    62.3266
6/21/1910  ,    62.4804
6/22/1910  ,    63.2057
6/23/1910  ,    63.0079
6/24/1910  ,    62.2167
6/25/1910  ,    62.4511
6/27/1910  ,    60.9054
6/28/1910  ,    60.9054
6/29/1910  ,    59.7773
6/30/1910  ,    59.4696
7/1/1910  ,    59.8066
7/5/1910  ,    58.7736
7/6/1910  ,    58.8029
7/7/1910  ,    59.0886
7/8/1910  ,    59.2132
7/9/1910  ,    59.4769
7/11/1910  ,    59.389
7/12/1910  ,    58.7077
7/13/1910  ,    59.1839
7/14/1910  ,    59.6381
7/15/1910  ,    59.5502
7/16/1910  ,    59.3963
7/18/1910  ,    59.2571
7/19/1910  ,    59.4989
7/20/1910  ,    59.726
7/21/1910  ,    58.0264
7/22/1910  ,    56.9789
7/23/1910  ,    56.5247
7/25/1910  ,    55.5797
7/26/1910  ,    53.9314
7/27/1910  ,    55.5357
7/28/1910  ,    57.206
7/29/1910  ,    56.825
7/30/1910  ,    56.0265
8/1/1910  ,    55.7775
8/2/1910  ,    56.9129
8/3/1910  ,    56.51
8/4/1910  ,    56.4368
8/5/1910  ,    56.8323
8/6/1910  ,    57.2792
8/8/1910  ,    57.2353
8/9/1910  ,    58.0924
8/10/1910  ,    58.0191
8/11/1910  ,    57.7114
8/12/1910  ,    58.3488
8/13/1910  ,    58.6418
8/15/1910  ,    58.4367
8/16/1910  ,    59.367
8/17/1910  ,    59.6381
8/18/1910  ,    59.2278
8/19/1910  ,    58.8322
8/20/1910  ,    58.9275
8/22/1910  ,    58.2169
8/23/1910  ,    58.3707
8/24/1910  ,    57.8433
8/25/1910  ,    57.5722
8/26/1910  ,    58.0777
8/27/1910  ,    58.0118
8/29/1910  ,    58.3634
8/30/1910  ,    58.3048
8/31/1910  ,    58.3707
9/1/1910  ,    57.5649
9/2/1910  ,    57.6382
9/6/1910  ,    57.3964
9/7/1910  ,    57.455
9/8/1910  ,    57.4257
9/9/1910  ,    57.4623
9/10/1910  ,    57.5576
9/12/1910  ,    57.9678
9/13/1910  ,    58.3927
9/14/1910  ,    58.1656
9/15/1910  ,    57.4184
9/16/1910  ,    57.5429
9/17/1910  ,    57.6162
9/19/1910  ,    57.4917
9/20/1910  ,    57.4111
9/21/1910  ,    57.9971
9/22/1910  ,    57.9312
9/23/1910  ,    57.6162
9/24/1910  ,    57.5136
9/26/1910  ,    58.0118
9/27/1910  ,    57.8799
9/28/1910  ,    57.8433
9/29/1910  ,    57.9239
9/30/1910  ,    58.4
10/1/1910  ,    58.5685
10/3/1910  ,    59.1033
10/4/1910  ,    59.5868
10/5/1910  ,    59.1619
10/6/1910  ,    59.6747
10/7/1910  ,    59.6893
10/8/1910  ,    59.7113
10/10/1910  ,    60.0043
10/11/1910  ,    60.3487
10/13/1910  ,    61.5794
10/14/1910  ,    61.9969
10/15/1910  ,    62.4658
10/17/1910  ,    62.7295
10/18/1910  ,    63.0152
10/19/1910  ,    62.3486
10/20/1910  ,    63.0005
10/21/1910  ,    62.5244
10/22/1910  ,    62.9566
10/24/1910  ,    62.2753
10/25/1910  ,    61.9823
10/26/1910  ,    61.9676
10/27/1910  ,    62.6416
10/28/1910  ,    62.5976
10/29/1910  ,    62.2387
10/31/1910  ,    62.0995
11/1/1910  ,    62.3412
11/2/1910  ,    62.5976
11/3/1910  ,    62.8907
11/4/1910  ,    62.7368
11/5/1910  ,    62.8687
11/7/1910  ,    62.7808
11/9/1910  ,    61.7479
11/10/1910  ,    61.1691
11/11/1910  ,    61.1911
11/12/1910  ,    61.2058
11/14/1910  ,    61.8284
11/15/1910  ,    62.1801
11/16/1910  ,    62.4218
11/17/1910  ,    61.953
11/18/1910  ,    62.3559
11/19/1910  ,    62.561
11/21/1910  ,    62.1947
11/22/1910  ,    62.1508
11/23/1910  ,    62.3046
11/25/1910  ,    62.5024
11/26/1910  ,    62.4877
11/28/1910  ,    61.008
11/29/1910  ,    61.257
11/30/1910  ,    60.4512
12/1/1910  ,    59.6527
12/2/1910  ,    59.0447
12/3/1910  ,    59.1692
12/5/1910  ,    59.3377
12/6/1910  ,    58.3707
12/7/1910  ,    58.9421
12/8/1910  ,    58.9714
12/9/1910  ,    59.3377
12/10/1910  ,    59.7333
12/12/1910  ,    59.3084
12/13/1910  ,    59.1692
12/14/1910  ,    59.682
12/15/1910  ,    59.5428
12/16/1910  ,    59.4842
12/17/1910  ,    59.6527
12/19/1910  ,    60.1875
12/20/1910  ,    59.9238
12/21/1910  ,    60.0263
12/22/1910  ,    59.6454
12/23/1910  ,    59.5795
12/27/1910  ,    58.9348
12/28/1910  ,    59.0813
12/29/1910  ,    59.8945
12/30/1910  ,    59.6381
12/31/1910  ,    59.6014
1/3/1911  ,    60.1509
1/4/1911  ,    60.2607
1/5/1911  ,    60.1362
1/6/1911  ,    60.3926
1/7/1911  ,    60.6197
1/9/1911  ,    60.4439
1/10/1911  ,    59.9824
1/11/1911  ,    59.8505
1/12/1911  ,    60.1069
1/13/1911  ,    60.7735
1/14/1911  ,    60.8541
1/16/1911  ,    60.4073
1/17/1911  ,    61.0812
1/18/1911  ,    61.0373
1/19/1911  ,    61.1838
1/20/1911  ,    61.3889
1/21/1911  ,    61.1911
1/23/1911  ,    61.0739
1/24/1911  ,    61.3742
1/25/1911  ,    61.1252
1/26/1911  ,    61.2937
1/27/1911  ,    61.5501
1/28/1911  ,    61.4548
1/30/1911  ,    62.2167
1/31/1911  ,    62.2167
2/1/1911  ,    62.5097
2/2/1911  ,    62.9786
2/3/1911  ,    62.7075
2/4/1911  ,    63.0152
2/6/1911  ,    62.8833
2/7/1911  ,    62.9053
2/8/1911  ,    62.6196
2/9/1911  ,    62.7588
2/10/1911  ,    62.5756
2/11/1911  ,    62.6855
2/14/1911  ,    62.6123
2/15/1911  ,    62.5683
2/16/1911  ,    61.909
2/17/1911  ,    62.3339
2/18/1911  ,    62.4877
2/20/1911  ,    62.7002
2/21/1911  ,    62.6929
2/23/1911  ,    62.7808
2/24/1911  ,    61.7772
2/25/1911  ,    61.7772
2/27/1911  ,    61.909
2/28/1911  ,    62.2826
3/1/1911  ,    61.9237
3/2/1911  ,    60.5538
3/3/1911  ,    60.3047
3/4/1911  ,    59.9238
3/6/1911  ,    60.4146
3/7/1911  ,    60.6637
3/8/1911  ,    60.4073
3/9/1911  ,    60.3413
3/10/1911  ,    60.4659
3/11/1911  ,    60.356
3/13/1911  ,    60.8028
3/14/1911  ,    61.5208
3/15/1911  ,    61.6013
3/16/1911  ,    61.3376
3/17/1911  ,    60.9127
3/18/1911  ,    61.0592
3/20/1911  ,    61.6306
3/21/1911  ,    61.5574
3/22/1911  ,    61.3303
3/23/1911  ,    61.323
3/24/1911  ,    61.0959
3/25/1911  ,    61.1178
3/27/1911  ,    61.3083
3/28/1911  ,    61.5354
3/29/1911  ,    61.2277
3/30/1911  ,    61.4328
3/31/1911  ,    61.0006
4/1/1911  ,    61.0959
4/3/1911  ,    61.0446
4/4/1911  ,    61.0373
4/5/1911  ,    60.8175
4/6/1911  ,    60.7516
4/7/1911  ,    60.7223
4/8/1911  ,    60.8468
4/10/1911  ,    60.8614
4/11/1911  ,    60.671
4/12/1911  ,    60.7223
4/13/1911  ,    60.6637
4/17/1911  ,    60.4805
4/18/1911  ,    59.748
4/19/1911  ,    60.0043
4/20/1911  ,    59.9677
4/21/1911  ,    59.9531
4/22/1911  ,    59.5721
4/24/1911  ,    60.1582
4/25/1911  ,    60.2168
4/26/1911  ,    60.3047
4/27/1911  ,    60.3999
4/28/1911  ,    61.0299
4/29/1911  ,    61.279
5/1/1911  ,    61.638
5/2/1911  ,    61.3083
5/3/1911  ,    61.4402
5/4/1911  ,    60.9201
5/5/1911  ,    60.9127
5/6/1911  ,    60.8321
5/8/1911  ,    60.7149
5/9/1911  ,    60.693
5/10/1911  ,    60.5098
5/11/1911  ,    60.8321
5/12/1911  ,    60.7442
5/13/1911  ,    60.5684
5/15/1911  ,    60.5904
5/16/1911  ,    61.9969
5/17/1911  ,    62.5683
5/18/1911  ,    63.1251
5/19/1911  ,    62.8394
5/20/1911  ,    63.0591
5/22/1911  ,    63.235
5/23/1911  ,    63.1837
5/24/1911  ,    62.8394
5/25/1911  ,    62.7222
5/26/1911  ,    62.9566
5/27/1911  ,    63.0079
5/29/1911  ,    63.2936
5/31/1911  ,    62.6709
6/1/1911  ,    62.8467
6/2/1911  ,    63.1251
6/3/1911  ,    63.1324
6/5/1911  ,    63.2569
6/6/1911  ,    63.1837
6/7/1911  ,    63.3668
6/8/1911  ,    63.2276
6/9/1911  ,    63.0152
6/10/1911  ,    63.2569
6/12/1911  ,    63.5133
6/13/1911  ,    63.6891
6/14/1911  ,    63.7478
6/15/1911  ,    63.4621
6/16/1911  ,    63.4474
6/17/1911  ,    63.4987
6/19/1911  ,    63.7771
6/20/1911  ,    63.4547
6/21/1911  ,    63.4474
6/22/1911  ,    63.1031
6/23/1911  ,    63.2423
6/24/1911  ,    63.5573
6/26/1911  ,    63.2789
6/27/1911  ,    63.2643
6/28/1911  ,    63.0445
6/29/1911  ,    63.235
6/30/1911  ,    62.9859
7/1/1911  ,    62.9493
7/3/1911  ,    62.7368
7/5/1911  ,    62.4731
7/6/1911  ,    62.854
7/7/1911  ,    63.1617
7/8/1911  ,    63.191
7/10/1911  ,    63.2057
7/11/1911  ,    63.2789
7/12/1911  ,    63.1251
7/13/1911  ,    63.1617
7/14/1911  ,    62.9859
7/15/1911  ,    63.0225
7/17/1911  ,    62.7954
7/18/1911  ,    63.2716
7/19/1911  ,    63.3229
7/20/1911  ,    63.2423
7/21/1911  ,    63.3448
7/22/1911  ,    63.3302
7/24/1911  ,    63.1617
7/25/1911  ,    62.4072
7/26/1911  ,    63.191
7/27/1911  ,    62.9419
7/28/1911  ,    62.8027
7/29/1911  ,    62.9273
7/31/1911  ,    63.0152
8/1/1911  ,    62.6123
8/2/1911  ,    62.1215
8/3/1911  ,    61.8284
8/4/1911  ,    60.7662
8/5/1911  ,    60.5464
8/7/1911  ,    60.9127
8/8/1911  ,    60.4585
8/9/1911  ,    59.9604
8/10/1911  ,    59.6527
8/11/1911  ,    59.1253
8/12/1911  ,    58.8982
8/14/1911  ,    59.5648
8/15/1911  ,    59.5428
8/16/1911  ,    58.737
8/17/1911  ,    58.6418
8/18/1911  ,    59.2352
8/19/1911  ,    59.6161
8/21/1911  ,    58.9788
8/22/1911  ,    59.074
8/23/1911  ,    59.0081
8/24/1911  ,    58.4074
8/25/1911  ,    57.9678
8/26/1911  ,    57.8213
8/28/1911  ,    58.0997
8/29/1911  ,    57.9678
8/30/1911  ,    57.8726
8/31/1911  ,    58.0557
9/1/1911  ,    57.9971
9/5/1911  ,    58.4367
9/6/1911  ,    58.8103
9/7/1911  ,    58.3341
9/8/1911  ,    57.9385
9/9/1911  ,    57.6308
9/11/1911  ,    57.7187
9/12/1911  ,    57.9239
9/13/1911  ,    57.2939
9/14/1911  ,    57.2353
9/15/1911  ,    57.0521
9/16/1911  ,    57.7774
9/18/1911  ,    57.6235
9/19/1911  ,    56.9569
9/20/1911  ,    56.4148
9/21/1911  ,    55.3306
9/22/1911  ,    54.3196
9/23/1911  ,    53.9314
9/25/1911  ,    53.4332
9/26/1911  ,    53.7189
9/27/1911  ,    53.8508
9/28/1911  ,    54.979
9/29/1911  ,    55.0522
9/30/1911  ,    55.902
10/2/1911  ,    56.2243
10/3/1911  ,    56.0558
10/4/1911  ,    55.7848
10/5/1911  ,    56.1877
10/6/1911  ,    56.0412
10/7/1911  ,    56.0632
10/9/1911  ,    56.0558
10/10/1911  ,    56.2976
10/11/1911  ,    56.5173
10/13/1911  ,    57.0961
10/14/1911  ,    57.6235
10/16/1911  ,    57.3891
10/17/1911  ,    57.2206
10/18/1911  ,    56.9715
10/19/1911  ,    56.8763
10/20/1911  ,    57.2206
10/21/1911  ,    56.9569
10/23/1911  ,    56.9715
10/24/1911  ,    56.9056
10/25/1911  ,    56.9349
10/26/1911  ,    56.51
10/27/1911  ,    54.8105
10/28/1911  ,    55.2061
10/30/1911  ,    54.9863
10/31/1911  ,    55.5211
11/1/1911  ,    56.9129
11/2/1911  ,    57.1913
11/3/1911  ,    57.2792
11/4/1911  ,    57.4184
11/6/1911  ,    57.8726
11/8/1911  ,    57.2426
11/9/1911  ,    58.9128
11/10/1911  ,    59.345
11/11/1911  ,    59.0081
11/13/1911  ,    58.5905
11/14/1911  ,    58.5465
11/15/1911  ,    58.3927
11/16/1911  ,    58.5392
11/17/1911  ,    59.3963
11/18/1911  ,    59.4256
11/20/1911  ,    59.0374
11/21/1911  ,    59.748
11/22/1911  ,    59.682
11/23/1911  ,    59.9677
11/24/1911  ,    59.682
11/25/1911  ,    59.726
11/27/1911  ,    59.5941
11/28/1911  ,    59.704
11/29/1911  ,    59.3157
12/1/1911  ,    58.8322
12/2/1911  ,    59.1033
12/4/1911  ,    59.0007
12/5/1911  ,    58.8322
12/6/1911  ,    58.4733
12/7/1911  ,    58.1217
12/8/1911  ,    58.0118
12/9/1911  ,    58.1729
12/11/1911  ,    58.8469
12/12/1911  ,    58.9202
12/13/1911  ,    59.7113
12/14/1911  ,    59.7846
12/15/1911  ,    60.0483
12/16/1911  ,    60.4219
12/18/1911  ,    59.9897
12/19/1911  ,    60.2681
12/20/1911  ,    60.29
12/21/1911  ,    60.2314
12/22/1911  ,    60.1509
12/26/1911  ,    60.1289
12/27/1911  ,    59.9531
12/28/1911  ,    59.5575
12/29/1911  ,    59.7626
12/30/1911  ,    59.8359
1/2/1912  ,    60.334
1/3/1912  ,    60.0849
1/4/1912  ,    60.0996
1/5/1912  ,    60.0337
1/6/1912  ,    60.1728
1/8/1912  ,    60.1582
1/9/1912  ,    59.5428
1/10/1912  ,    59.9824
1/11/1912  ,    59.8066
1/12/1912  ,    60.0703
1/13/1912  ,    59.8945
1/15/1912  ,    59.6893
1/16/1912  ,    59.7992
1/17/1912  ,    59.8359
1/18/1912  ,    59.7699
1/19/1912  ,    60.041
1/20/1912  ,    60.3047
1/22/1912  ,    60.0556
1/23/1912  ,    59.9824
1/24/1912  ,    59.8725
1/25/1912  ,    59.9531
1/26/1912  ,    59.9238
1/27/1912  ,    59.5355
1/29/1912  ,    59.5355
1/30/1912  ,    59.5355
1/31/1912  ,    58.7443
2/1/1912  ,    58.9714
2/2/1912  ,    58.9788
2/3/1912  ,    58.8982
2/5/1912  ,    58.8469
2/6/1912  ,    58.9421
2/7/1912  ,    59.0593
2/8/1912  ,    59.1912
2/9/1912  ,    59.096
2/10/1912  ,    58.715
2/13/1912  ,    59.074
2/14/1912  ,    59.2132
2/15/1912  ,    59.3817
2/16/1912  ,    59.1546
2/17/1912  ,    59.2278
2/19/1912  ,    59.3743
2/20/1912  ,    59.4476
2/21/1912  ,    59.1766
2/23/1912  ,    59.5355
2/24/1912  ,    59.4623
2/26/1912  ,    59.3231
2/27/1912  ,    59.367
2/28/1912  ,    59.7553
2/29/1912  ,    59.6307
3/1/1912  ,    60.1216
3/2/1912  ,    60.041
3/4/1912  ,    60.5098
3/5/1912  ,    60.6783
3/6/1912  ,    60.5464
3/7/1912  ,    61.0812
3/8/1912  ,    61.1691
3/9/1912  ,    61.1252
3/11/1912  ,    60.8981
3/12/1912  ,    61.1471
3/13/1912  ,    61.5061
3/14/1912  ,    62.3559
3/15/1912  ,    62.3779
3/16/1912  ,    61.909
3/18/1912  ,    62.5244
3/19/1912  ,    62.6489
3/20/1912  ,    63.4181
3/21/1912  ,    63.6745
3/22/1912  ,    64.1726
3/23/1912  ,    64.7514
3/25/1912  ,    64.8612
3/26/1912  ,    64.9199
3/27/1912  ,    64.8173
3/28/1912  ,    64.5316
3/29/1912  ,    64.6342
3/30/1912  ,    64.6635
4/1/1912  ,    65.2349
4/2/1912  ,    65.0664
4/3/1912  ,    65.0371
4/4/1912  ,    65.5792
4/6/1912  ,    65.9381
4/8/1912  ,    66.0846
4/9/1912  ,    66.4436
4/10/1912  ,    66.1286
4/11/1912  ,    65.8575
4/12/1912  ,    65.3301
4/13/1912  ,    65.2861
4/15/1912  ,    65.7184
4/16/1912  ,    65.3594
4/17/1912  ,    65.4253
4/18/1912  ,    65.3594
4/19/1912  ,    65.3154
4/20/1912  ,    65.3374
4/22/1912  ,    64.9931
4/23/1912  ,    65.6231
4/24/1912  ,    65.4693
4/25/1912  ,    66.2458
4/26/1912  ,    66.6121
4/27/1912  ,    66.5242
4/29/1912  ,    66.2678
4/30/1912  ,    66.1506
5/1/1912  ,    66.1725
5/2/1912  ,    66.2238
5/3/1912  ,    65.1689
5/4/1912  ,    65.0297
5/6/1912  ,    64.1653
5/7/1912  ,    64.2312
5/8/1912  ,    64.3631
5/9/1912  ,    64.766
5/10/1912  ,    65.1763
5/11/1912  ,    65.6231
5/13/1912  ,    65.5865
5/14/1912  ,    65.8063
5/15/1912  ,    65.6231
5/16/1912  ,    65.3667
5/17/1912  ,    65.4546
5/18/1912  ,    66.1652
5/20/1912  ,    66.1799
5/21/1912  ,    66.2824
5/22/1912  ,    65.9088
5/23/1912  ,    65.7623
5/24/1912  ,    66.1139
5/25/1912  ,    66.2018
5/27/1912  ,    65.9381
5/28/1912  ,    66.0407
5/29/1912  ,    65.5865
5/31/1912  ,    64.473
6/1/1912  ,    64.7001
6/3/1912  ,    64.8979
6/4/1912  ,    65.4107
6/5/1912  ,    66.2385
6/6/1912  ,    66.4216
6/7/1912  ,    66.2018
6/8/1912  ,    66.2604
6/10/1912  ,    66.3337
6/11/1912  ,    65.8209
6/12/1912  ,    65.8868
6/13/1912  ,    65.8942
6/14/1912  ,    65.4913
6/15/1912  ,    65.5865
6/17/1912  ,    65.777
6/18/1912  ,    65.711
6/19/1912  ,    65.9821
6/20/1912  ,    66.5681
6/21/1912  ,    66.4875
6/22/1912  ,    66.407
6/24/1912  ,    65.9747
6/25/1912  ,    65.8282
6/26/1912  ,    66.6634
6/27/1912  ,    66.4216
6/28/1912  ,    66.7293
6/29/1912  ,    66.6048
7/1/1912  ,    66.9198
7/2/1912  ,    67.1688
7/3/1912  ,    67.1102
7/5/1912  ,    65.6378
7/6/1912  ,    66.1725
7/8/1912  ,    65.3008
7/9/1912  ,    65.2495
7/10/1912  ,    64.5975
7/11/1912  ,    64.5096
7/12/1912  ,    64.4437
7/13/1912  ,    64.5096
7/15/1912  ,    64.6781
7/16/1912  ,    64.9858
7/17/1912  ,    65.3301
7/18/1912  ,    65.5279
7/19/1912  ,    65.7623
7/20/1912  ,    65.711
7/22/1912  ,    65.7477
7/23/1912  ,    65.4766
7/24/1912  ,    65.5279
7/25/1912  ,    65.9308
7/26/1912  ,    65.5645
7/27/1912  ,    65.5279
7/29/1912  ,    65.1763
7/30/1912  ,    65.3301
7/31/1912  ,    65.7184
8/1/1912  ,    66.2751
8/2/1912  ,    66.048
8/3/1912  ,    65.8795
8/5/1912  ,    65.9528
8/6/1912  ,    65.8136
8/7/1912  ,    66.0187
8/8/1912  ,    65.9308
8/9/1912  ,    66.07
8/10/1912  ,    66.3191
8/12/1912  ,    66.4582
8/13/1912  ,    66.9051
8/14/1912  ,    67.2348
8/15/1912  ,    66.8831
8/16/1912  ,    66.9564
8/17/1912  ,    66.8025
8/19/1912  ,    66.8318
8/20/1912  ,    67.1762
8/21/1912  ,    67.1175
8/22/1912  ,    66.7439
8/23/1912  ,    66.9124
8/24/1912  ,    66.9564
8/26/1912  ,    67.0589
8/27/1912  ,    67.4399
8/28/1912  ,    67.1469
8/29/1912  ,    67.1249
8/30/1912  ,    67.0809
9/3/1912  ,    66.385
9/4/1912  ,    66.4875
9/5/1912  ,    66.9051
9/6/1912  ,    66.7952
9/7/1912  ,    66.993
9/9/1912  ,    66.8172
9/10/1912  ,    66.7586
9/11/1912  ,    66.2092
9/12/1912  ,    66.3191
9/13/1912  ,    66.3117
9/14/1912  ,    66.385
9/16/1912  ,    66.4216
9/17/1912  ,    67.0663
9/18/1912  ,    67.1395
9/19/1912  ,    67.1469
9/20/1912  ,    67.5937
9/21/1912  ,    67.9746
9/23/1912  ,    68.1871
9/24/1912  ,    68.4435
9/25/1912  ,    68.4069
9/26/1912  ,    68.4362
9/27/1912  ,    68.5754
9/28/1912  ,    68.8611
9/30/1912  ,    68.9709
10/1/1912  ,    68.7878
10/2/1912  ,    68.4948
10/3/1912  ,    68.949
10/4/1912  ,    68.6413
10/5/1912  ,    68.8171
10/7/1912  ,    68.8098
10/8/1912  ,    68.949
10/9/1912  ,    68.6266
10/10/1912  ,    68.8171
10/11/1912  ,    67.8501
10/14/1912  ,    67.6889
10/15/1912  ,    67.9307
10/16/1912  ,    68.6413
10/17/1912  ,    68.5094
10/18/1912  ,    68.5754
10/19/1912  ,    68.4655
10/21/1912  ,    67.623
10/22/1912  ,    67.6963
10/23/1912  ,    67.1029
10/24/1912  ,    67.0882
10/25/1912  ,    66.5974
10/26/1912  ,    66.7659
10/28/1912  ,    66.9857
10/29/1912  ,    66.1872
10/30/1912  ,    66.2311
10/31/1912  ,    66.4509
11/1/1912  ,    66.3044
11/4/1912  ,    66.1432
11/6/1912  ,    67.352
11/7/1912  ,    67.1542
11/8/1912  ,    66.8905
11/9/1912  ,    66.2018
11/11/1912  ,    65.6231
11/12/1912  ,    66.0041
11/13/1912  ,    65.9015
11/14/1912  ,    66.2238
11/15/1912  ,    65.9967
11/16/1912  ,    66.048
11/18/1912  ,    65.9088
11/19/1912  ,    65.9674
11/20/1912  ,    66.1506
11/21/1912  ,    66.9784
11/22/1912  ,    66.6707
11/23/1912  ,    66.3117
11/25/1912  ,    65.8356
11/26/1912  ,    66.1799
11/27/1912  ,    66.385
11/29/1912  ,    66.8538
11/30/1912  ,    66.9564
12/2/1912  ,    66.5535
12/3/1912  ,    66.1945
12/4/1912  ,    65.1982
12/5/1912  ,    64.3778
12/6/1912  ,    64.3192
12/7/1912  ,    64.3485
12/9/1912  ,    63.0225
12/10/1912  ,    63.0152
12/11/1912  ,    62.4511
12/12/1912  ,    63.0372
12/13/1912  ,    63.1324
12/14/1912  ,    62.8394
12/16/1912  ,    63.1617
12/17/1912  ,    63.1544
12/18/1912  ,    62.7515
12/19/1912  ,    63.5719
12/20/1912  ,    64.3558
12/21/1912  ,    64.2605
12/23/1912  ,    63.8943
12/24/1912  ,    63.9968
12/26/1912  ,    63.9748
12/27/1912  ,    63.9162
12/28/1912  ,    63.8357
12/30/1912  ,    63.9236
12/31/1912  ,    64.3704
1/2/1913  ,    64.7733
1/3/1913  ,    64.0628
1/4/1913  ,    64.2898
1/6/1913  ,    63.8796
